id,licenseNumber,licenseStatus,licenseTerm,licenseType,licenseDesignation,issueDate,expirationDate,licenseStatusDate,businessLegalName,businessDbaName,businessOwnerName,businessStructure,activity,premiseStreetAddress,premiseCity,premiseState,premiseCounty,premiseZipCode,businessEmail,businessPhone,parcelNumber,PremiseLatitude,PremiseLongitude
16822,C10-0001324-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,6/13/2023 0:00,6/12/2024 0:00,6/13/2023 0:00,"Platinum Alliance, LLC","Platinum Alliance, LLC","Danny Abdelmalak, Gerardo Pineda",Limited Liability Partnership,Data Not Available,3707 S Main St,Los Angeles,CA,Los Angeles,90007,Danny@broadwayallianceLLC.Com,(310) 560-9428,Data Not Available,34.014894,-118.274693
16823,C10-0001325-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,6/13/2023 0:00,6/12/2024 0:00,6/13/2023 0:00,Flor Peninsula LLC,Flor,"Darren Dkystra, Gavin Koga, Howard Fisher, Kasra Ajir, Mustafa BITAR, Omar Bitar, Stephen Kim, Steven Podell, Tiffany Chin",Limited Liability Company,Data Not Available,620 El Camino Real,Redwood City,CA,San Mateo,94063,Licensing@grupoflor.Com,(831) 753-9999,Data Not Available,37.4882,-122.237756
16824,C10-0001326-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,6/20/2023 0:00,6/19/2024 0:00,6/20/2023 0:00,Nug Holdings One LLC,NUG,Laythen Martines,Limited Liability Company,Data Not Available,175 Main St S,Bishop,CA,Inyo,93514,Lgm10@humboldt.Edu,(707) 298-8105,Data Not Available,37.360663,-118.395575
16825,C10-0001327-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,6/20/2023 0:00,6/19/2024 0:00,6/20/2023 0:00,Humboldt Af Cannabis,Humboldt's Premium,"Amy Alves, James Alves",Corporation,Data Not Available,460 I St,Arcata,CA,Humboldt,95521,Admin@humboldtafc.Com,(707) 601-1443,Data Not Available,40.865789,-124.089041
16826,C10-0001328-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,6/20/2023 0:00,6/19/2024 0:00,6/20/2023 0:00,Mission Advisory Co.,MMD San Francisco,"MICHAEL ASHBEL, PERRY JONES, STEVE ASHBEL",Corporation,Data Not Available,4835 Mission St,San Francisco,CA,San Francisco,94112,Mmdsf.Licensing@mmdshops.Com,(213) 422-7439,Data Not Available,37.720882,-122.437341
16827,C10-0001329-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,6/21/2023 0:00,6/20/2024 0:00,6/21/2023 0:00,"9563 W Pico And Hope, LLC",Sixty Four & Hope,"Kalina Flores, Karim Webb",Limited Liability Company,Data Not Available,9563 W Pico Blvd,Los Angeles,CA,Los Angeles,90035,Kalinaflores050@gmail.Com,(951) 474-2141,Data Not Available,34.055509,-118.397278
16828,C10-0001330-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,6/22/2023 0:00,6/21/2024 0:00,6/22/2023 0:00,Stanley Alley Holdings LLC,STIIIZY NoHo,"Jesse Robinson, Sean Stanley",Limited Liability Company,Data Not Available,6222 Lankershim Blvd,N Hollywood,CA,Los Angeles,91606,Seanstanleylicensing@gmail.Com,(213) 567-4201,Data Not Available,34.18378667,-118.3859721
16829,C10-0001331-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,6/22/2023 0:00,6/21/2024 0:00,6/22/2023 0:00,Lotto Judah LLC,HYRBA,William Dolan,Limited Liability Company,Data Not Available,4033 Judah St,San Francisco,CA,San Francisco,94122,Info@hyrba.Com,(415) 729-2106,Data Not Available,37.760278,-122.505418
16830,C10-0001332-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,6/22/2023 0:00,6/21/2024 0:00,6/22/2023 0:00,S.E. #43 LLC,S.E. #43 LLC,"Chasom Brown, Ian Gilbey, Rabin Woods",Limited Liability Company,Data Not Available,1385 29th St W,Los Angeles,CA,Los Angeles,90007,Rabintwoods@yahoo.Com,(323) 481-1627,Data Not Available,34.0285128,-118.2911307
16831,C10-0001333-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,6/22/2023 0:00,6/21/2024 0:00,6/22/2023 0:00,Three Donkeys Inc.,"THREE DONKEYS, INC.",Jami Burrows,Corporation,Data Not Available,3324 Eastern Ave N,Los Angeles,CA,Los Angeles,90032,Info@gecollective.Com,(323) 349-0949,Data Not Available,34.08423,-118.17779
16832,C10-0001334-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,6/22/2023 0:00,6/21/2024 0:00,6/22/2023 0:00,Peter Alfaro Holding Company LLC,PETER ALFARO HOLDING COMPANY LLC,"Henry  Saakjan, Peter Alfaro",Limited Liability Company,Data Not Available,604 Hoover St N,Los Angeles,CA,Los Angeles,90004,Ptralfaro@yahoo.Com,(818) 269-3989,Data Not Available,34.081796,-118.284309
16833,C10-0001335-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,6/22/2023 0:00,6/21/2024 0:00,6/22/2023 0:00,High Haven LLC,HIGH HAVEN LLC,Jonathan Mamuyac,Limited Liability Company,Data Not Available,9154 Western Ave S,Los Angeles,CA,Los Angeles,90047,Highhaven.Licensing@gmail.Com,(213) 567-4201,Data Not Available,33.953004,-118.30852
16834,C10-0001336-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,6/22/2023 0:00,6/21/2024 0:00,6/22/2023 0:00,"Atwater Retail Partners, LLC","ATWATER RETAIL PARTNERS, LLC","Casey Dalton, Robert Barcenas",Limited Liability Company,Data Not Available,3176 Glendale Blvd,Los Angeles,CA,Los Angeles,90039,Bcc-Licensing@cacannabisfactory.Com,(818) 635-8795,Data Not Available,34.117265,-118.261208
16835,C10-0001337-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,6/23/2023 0:00,6/22/2024 0:00,6/23/2023 0:00,Crenshaw Legacy LLC.,Free The Trappers,"Adie Meiri, Lorenze LaNier",Limited Liability Company,Data Not Available,4050 Crenshaw Blvd,Los Angeles,CA,Los Angeles,90008,Crenshawlegacy1@gmail.Com,(626) 666-9868,Data Not Available,34.010678,-118.334853
16777,C10-0001338-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,6/23/2023 0:00,6/22/2024 0:00,6/23/2023 0:00,"Enchanted Lands, LLC",Enchanted Lands LLC,"Michelle Gastelum, Sylvia Michelle  Valladares",Limited Liability Company,Data Not Available,2005 Hooper Ave,Los Angeles,CA,Los Angeles,90011,Mg@summit-Engineers.Com,(626) 449-9052,Data Not Available,34.020247,-118.247077
16689,C10-0001339-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,6/23/2023 0:00,6/22/2024 0:00,6/23/2023 0:00,"Jn Development, Inc.",Haze,"Joshua Santaga, Nathan Lessard",Corporation,Data Not Available,1154 Saratoga Ave,San Jose,CA,Santa Clara,95129,Josh@haze420.Com,(408) 266-4293,Data Not Available,37.303826,-121.978926
16690,C10-0001340-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,6/23/2023 0:00,6/22/2024 0:00,6/23/2023 0:00,Catalyst - Bellflower LLC,CATALYST - BELLFLOWER,Elliot Lewis,Limited Liability Company,Data Not Available,9032 Artesia Blvd,Bellflower,CA,Los Angeles,90706,Connectedbelmontshore@gmail.Com,(562) 430-6700,Data Not Available,33.874422,-118.141666
16691,C10-0001341-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,6/23/2023 0:00,6/22/2024 0:00,6/23/2023 0:00,Kings Krop LLC,TBD,"Jose Pecho, Jumane Redway",Limited Liability Company,Data Not Available,4785 Valley Blvd,Los Angeles,CA,Los Angeles,90032,Thekingskrop@gmail.Com,(213) 567-4201,Data Not Available,34.065314,-118.180884
16692,C10-0001342-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,6/23/2023 0:00,6/22/2024 0:00,6/23/2023 0:00,"Clovest Retail 1682, LLC",CLOVEST RETAIL,"BRANDI BROWN, chonsie bullock, tawaina wiggins",Limited Liability Company,Data Not Available,1682 41st St E,Los Angeles,CA,Los Angeles,90011,B.Brandibrown014@gmail.Com,(323) 608-4850,Data Not Available,34.007682,-118.243588
16693,C10-0001343-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,6/26/2023 0:00,6/25/2024 0:00,6/26/2023 0:00,Duke Brothers LLC,Marche',"franco brunetti, Jacob Bulic",Limited Liability Company,Data Not Available,13222 Estrella Ave,Los Angeles,CA,Los Angeles,90248,DukebrothersLLC@gmail.Com,(310) 968-6762,Data Not Available,33.911653,-118.285552
16694,C10-0001344-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,6/26/2023 0:00,6/25/2024 0:00,6/26/2023 0:00,San Fernando Retailer LLC,iLyfted Sylmar,"Andrew John Suffolk, Dino Sogoyan, Kyle Suffolk, Terrell Williams, Vache Topchian",Limited Liability Company,Data Not Available,12204 San Fernando Rd,Sylmar,CA,Los Angeles,91342,Kyle@vantagegreenpartners.Com,(805) 404-4141,Data Not Available,34.291882,-118.450405
16695,C10-0001345-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,6/26/2023 0:00,6/25/2024 0:00,6/26/2023 0:00,York Retailer LLC,Rebud Highland Park,"Andrew Suffolk, Arman Siradeghyan, George Grigoryan, Kimble Cannon, Kyle Suffolk, Oliver Barroso",Limited Liability Company,Data Not Available,4671 York Blvd,Los Angeles,CA,Los Angeles,90041,YorkretailerLLC@gmail.Com,(805) 404-4141,Data Not Available,34.12289674,-118.2141788
16696,C10-0001346-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,6/27/2023 0:00,6/26/2024 0:00,6/27/2023 0:00,"Pnplxpress X, Inc.",Pineapple Express Lake Balboa,"Cezamee Fore, Matthew Feinstein",Corporation,Data Not Available,7542 Balboa Blvd,Lake Balboa,CA,Los Angeles,91406,Info@pineappleexpress.Com,(888) 245-5703,Data Not Available,34.207857,-118.500838
16697,C10-0001347-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,6/27/2023 0:00,6/26/2024 0:00,6/27/2023 0:00,"Pineapple Venice, Inc.",Pineapple Express Venice,"Corey Rogan, Matthew Feinstein",Corporation,Data Not Available,8707 Venice Blvd,Los Angeles,CA,Los Angeles,90034,Info@pineappleexpress.Com,(888) 245-5703,Data Not Available,34.032844,-118.38284
16698,C10-0001348-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,6/27/2023 0:00,6/26/2024 0:00,6/27/2023 0:00,"Pineapple Equities, Inc.",Pineapple Express 3rd Street,"Edgar Escobar, Matthew Feinstein",Corporation,Data Not Available,8342 3rd St W,Los Angeles,CA,Los Angeles,90048,Info@pineappleexpress.Com,(888) 245-5703,Data Not Available,34.072607,-118.371559
16699,C10-0001349-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,6/27/2023 0:00,6/26/2024 0:00,6/27/2023 0:00,5660 W Pico & Hope,Data Not Available,"Duane Green, Matthew Feinstein",Corporation,Data Not Available,467 La Brea Ave S,Los Angeles,CA,Los Angeles,90036,Info@pineappleexpress.Com,(866) 591-7802,Data Not Available,34.065054,-118.344393
16700,C10-0001350-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,6/27/2023 0:00,6/26/2024 0:00,6/27/2023 0:00,2378 Westwood Partners,2378 Westwood Partners,"Matthew Feinstein, Ricardo Weatherborne",Corporation,Data Not Available,2378 Westwood Blvd,Los Angeles,CA,Los Angeles,90064,Info@pineappleexpress.Com,(888) 245-5703,Data Not Available,34.040815,-118.428895
16701,C10-0001351-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,6/27/2023 0:00,6/26/2024 0:00,6/27/2023 0:00,Sweet Releaf LLC,SWEET RELEAF,"Frank Sanchez, Gregory Fink, James Kim, Jose Pecho, Susan Hoy, Tak Sato",Limited Liability Company,Data Not Available,5681 Jefferson Blvd W,Los Angeles,CA,Los Angeles,90016,Sweetreleaflicensing@gmail.Com,(213) 567-4201,Data Not Available,34.0267583,-118.3711433
16702,C10-0001352-LIC,Surrendered,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,6/27/2023 0:00,6/26/2024 0:00,10/4/2023 0:00,Memo Parker,Minerva Medica,Memo Parker,Sole Proprietorship,Data Not Available,1460 Lovers Ln,Ukiah,CA,Mendocino,95482,The_Original_Selecta_M3@yahoo.Com,(707) 234-3427,Data Not Available,39.1697532,-123.2121343
16703,C10-0001353-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,6/27/2023 0:00,6/26/2024 0:00,6/27/2023 0:00,"Pac Wellness, LLC","PAC WELLNESS, LLC","Gilbert Fredrick, James Verga, Kyle Suffolk, Lavonne Phillips Jr",Limited Liability Company,Data Not Available,15445 Ventura Blvd,Sherman Oaks,CA,Los Angeles,91403,Pacwellness2023@gmail.Com,(805) 404-4141,Data Not Available,34.154821,-118.470259
16704,C10-0001354-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,6/27/2023 0:00,6/26/2024 0:00,6/27/2023 0:00,"Baltoro Investment Group, LLC",Balboa Bud,"Gustavo Valdivia, Matthew Edwards",Limited Liability Company,Data Not Available,10670 Balboa Blvd,Granada Hills,CA,Los Angeles,91344,Gustavo@aristostrategies.Com,(818) 261-7151,Data Not Available,34.264349,-118.501965
16705,C10-0001355-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,6/28/2023 0:00,6/27/2024 0:00,6/28/2023 0:00,Creative Chaos Holdings LLC,Ether,"Heidi Hwang, Ryan Jo, Wen Chieh Liu",Limited Liability Company,Data Not Available,211 Granite St,Corona,CA,Riverside,92879,Twsautos@gmail.Com,(951) 258-8132,Data Not Available,33.891432,-117.502244
16706,C10-0001356-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,6/28/2023 0:00,6/27/2024 0:00,6/28/2023 0:00,Space Boyz LLC,The Reefer Shop,ADHAM RAHMAN,Limited Liability Company,Data Not Available,2191 Esplanade Ave W,San Jacinto,CA,Riverside,92582,Spaceboyzl.L.C3@gmail.Com,(818) 818-1069,Data Not Available,33.77415,-117.004572
16707,C10-0001357-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,6/28/2023 0:00,6/27/2024 0:00,6/28/2023 0:00,Sunset Retailer LLC,Data Not Available,"Ebony Woods, Kimble Cannon, Kyle Suffolk",Limited Liability Company,Data Not Available,8025 Sunset Blvd W,Los Angeles,CA,Los Angeles,90046,Kyle@vantagegreenpartners.Com,(805) 404-4141,Data Not Available,34.098262,-118.36478
16708,C10-0001358-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,6/28/2023 0:00,6/27/2024 0:00,6/28/2023 0:00,Goldstar Industries LLC,GOLDSTAR INDUSTRIES LLC,"Nelson Torres, Sarkis Minasyan",Limited Liability Company,Data Not Available,8912 Reseda N,Northridge,CA,Los Angeles,91324,Ntorres41788@yahoo.Com,(661) 313-8684,Data Not Available,34.2323348,-118.5358032
16709,C10-0001359-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,6/28/2023 0:00,6/27/2024 0:00,6/28/2023 0:00,Catalyst - San Bernardino LLC,Catalyst - San Bernardino,Elliot Lewis,Limited Liability Company,Data Not Available,506 Inland Center Dr,SN Bernrdno,CA,San Bernardino,92408,Connectedbelmontshore@gmail.Com,(562) 980-0057,Data Not Available,34.091898,-117.294804
16710,C10-0001360-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,6/29/2023 0:00,6/28/2024 0:00,6/29/2023 0:00,Hills And Valleys LLC,Hills and Valleys LLC,"DANIEL SOSA, James Duffy",Limited Liability Company,Data Not Available,5505 Figueroa St N,Los Angeles,CA,Los Angeles,90042,Danielmichaelsosa@gmail.Com,(323) 348-9439,Data Not Available,34.10848,-118.195403
16711,C10-0001361-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,6/29/2023 0:00,6/28/2024 0:00,6/29/2023 0:00,Glenoaks Retailer LLC,REBUD SYLMAR,"Arman Siradeghyan, Kyle Suffolk, Robert Ghazarian, Sandeep Patel",Limited Liability Company,Data Not Available,13567 Glenoaks Blvd,Sylmar,CA,Los Angeles,91342,Kyle@vantagegreenpartners.Com,(805) 404-4141,Data Not Available,34.3183233,-118.4641967
16951,C10-0001362-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,6/29/2023 0:00,6/28/2024 0:00,6/29/2023 0:00,Foothill Retailer LLC,Catalyst - Sylmar,"Damian Martin, Elliot Lewis, Kimble Cannon, Kyle Suffolk, Ron Bensimon, Timothy Lewis",Limited Liability Company,Data Not Available,13752 Foothill Blvd,Sylmar,CA,Los Angeles,91342,Kyle@vantagegreenpartners.Com,(805) 404-4141,Data Not Available,34.308859,-118.433723
16952,C10-0001363-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,6/30/2023 0:00,6/29/2024 0:00,6/30/2023 0:00,Ghost Management Retail LLC,Ghost Management Retail LLC,"Hakop Indzheyan, Ilya Miller",Limited Liability Company,Data Not Available,10135 San Fernando Rd,Pacoima,CA,Los Angeles,91331,Hakopindzheyan@gmail.Com,(818) 854-2886,Data Not Available,34.2542567,-118.410095
16953,C10-0001364-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,6/30/2023 0:00,6/29/2024 0:00,6/30/2023 0:00,Ghost Management Retail 1 LLC,GHOST MANAGEMENT RETAIL 1 LLC,"Chris LaRusso, Hakop Indzheyan",Limited Liability Company,Data Not Available,104 Pacific Ave S,San Pedro,CA,Los Angeles,90731,Hakopindzheyan@gmail.Com,(818) 854-2866,Data Not Available,33.743153,-118.287606
16954,C10-0001365-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,6/30/2023 0:00,6/29/2024 0:00,6/30/2023 0:00,"Gdinla, Inc.","GDinLA, Inc.","Anthony Trujillo, Brayden Freitas, Gerardo  Farias",Corporation,Data Not Available,11834 Jefferson Blvd,Culver City,CA,Los Angeles,90230,Gdinla@proton.Me,(310) 210-9302,Data Not Available,33.985472,-118.402118
16955,C10-0001366-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,7/6/2023 0:00,7/5/2024 0:00,7/6/2023 0:00,"Arize Holdings, LLC","ARIZE Holdings, LLC","Enrique Ramos, Malaki Amen, Sean Freitas",Limited Liability Company,Data Not Available,4080 24th St,Sacramento,CA,Sacramento,95822,Malakisekuamen@gmail.Com,(916) 505-9715,Data Not Available,38.538069,-121.484321
16956,C10-0001367-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,7/10/2023 0:00,7/9/2024 0:00,7/10/2023 0:00,Nug Holdings Rb LLC,NUG,"Adam Peterson, Jamie Besaw, John Oram, Nico Enea",Limited Liability Company,Data Not Available,237 Main St S,Red Bluff,CA,Tehama,96080,John@nug.Com,(510) 409-9543,Data Not Available,40.168977,-122.23012
16957,C10-0001368-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,7/10/2023 0:00,7/9/2024 0:00,7/10/2023 0:00,Shryne Paularino LLC,Data Not Available,"Gregory Fink, James Kim, Susan Hoy, Tak  Sato",Limited Liability Company,Data Not Available,675 Paularino Ave,Costa Mesa,CA,Orange,92626,Licensing@shrynegroup.Com,(213) 567-4201,Data Not Available,33.68198,-117.884438
16958,C10-0001369-LIC,Active,Annual,Commercial -  Retailer,Adult-Use,7/18/2023 0:00,7/17/2024 0:00,7/18/2023 0:00,Carlotta Gardens LLC,Carlotta Gardens LLC,Irene Levi,Limited Liability Company,Data Not Available,6287 Hwy 36,Carlotta,CA,Humboldt,95528,Idivess@gmail.Com,(917) 756-9697,Data Not Available,40.535972,-124.049943
16959,C10-0001370-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,7/28/2023 0:00,7/27/2024 0:00,7/28/2023 0:00,"Door Number Six, LLC","Door Number Six, LLC","Freddy Braidi, Jacquelyn Subeck, Kerim Ortanca",Limited Liability Company,Data Not Available,8228 Sunset Blvd W,W Hollywood,CA,Los Angeles,90046,Kerim.Ortanca1990@gmail.Com,(818) 629-7597,Data Not Available,34.097383,-118.368374
16960,C10-0001371-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,7/31/2023 0:00,7/30/2024 0:00,7/31/2023 0:00,"Wildomar Palomar, LLC",Kannabis Works,Mark Malatesta,Limited Liability Company,Data Not Available,22812 Palomar St,Wildomar,CA,Riverside,92595,Licensing@thebakeryshop.Com,(949) 614-0099,Data Not Available,33.589249,-117.250643
16961,C10-0001372-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,8/1/2023 0:00,7/31/2024 0:00,8/1/2023 0:00,Responsible And Compliant Retail Ventura LLC,Embarc Ventura,"Ashley Pope, Dustin Moore, Lauren Carpenter, Michael Marostica",Limited Liability Company,Data Not Available,1890 Main St E,Ventura,CA,Ventura,93001,Licensing@goembarc.Com,(916) 573-2448,Data Not Available,34.278178,-119.271807
16962,C10-0001373-LIC,Active,Annual,Commercial -  Retailer,Adult-Use,8/4/2023 0:00,8/3/2024 0:00,8/4/2023 0:00,Ognahs Inc.,SHANGO,"Gary Rexroad, Shane Barnes",Corporation,Data Not Available,24491 Alessandro Blvd,Moreno Valley,CA,Riverside,92553,Julie@goshango.Com,(702) 812-3941,Data Not Available,33.916843,-117.235405
16963,C10-0001374-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,8/4/2023 0:00,8/3/2024 0:00,8/4/2023 0:00,"Culture Cc Of Canyon Lake, Inc.",Culture Cannabis Club,"Christopher  Francy, Devon Julian, Julie Le, Paul  Tossonian",Corporation,Data Not Available,31524 Railroad Canyon Rd,Canyon Lake,CA,Riverside,92587,Julie@culturecannabisclub.Com,(714) 657-9628,Data Not Available,33.672402,-117.251483
16964,C10-0001375-LIC,Surrendered,Annual,Commercial -  Retailer,Adult-Use and Medicinal,8/7/2023 0:00,8/6/2024 0:00,2/28/2024 0:00,"Cr Corona, LLC",Cookies Corona,"Brandon Johnson, Christopher Lara, Daniel Firtel, Michael Kramer, Ryan Johnson, Thomas Linovitz",Limited Liability Company,Data Not Available,2012 Railroad St,Corona,CA,Riverside,92878,Licensing@trp.Co,(714) 448-3649,Data Not Available,33.8895692,-117.6029957
16965,C10-0001376-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,8/11/2023 0:00,8/10/2024 0:00,8/11/2023 0:00,Where Eagles Fly LLC,Fantom Flower,"Alex Kardos, Charles Kirchheimer",Limited Liability Company,Data Not Available,8811 Santa Monica Blvd,W Hollywood,CA,Los Angeles,90069,Akardos@fantomflower.Com,(310) 438-0805,Data Not Available,34.085752,-118.3834
16966,C10-0001377-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,8/16/2023 0:00,8/15/2024 0:00,8/16/2023 0:00,The Artist Tree V LLC,The Artist Tree,"Avi Kahan, Lauren Fontein, Mitchell Kahan",Limited Liability Company,Data Not Available,4100 San Pablo Dam Rd,El Sobrante,CA,Contra Costa,94803,Avi@theartisttree.Com,(310) 922-3502,Data Not Available,37.966083,-122.309171
